LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,WEIMARANER,GREY,ROXIE,15238,2017,2/28/2017 16:24
Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,TRI-COLOR,KAI,15122,2017,1/25/2017 16:23
Dog Individual Male,ROTTWEILER,BLACK/TAN,RIP,15227,2017,3/1/2017 14:29
Dog Individual Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,SKIPPY,15136,2017,2/7/2017 8:54
Dog Individual Neutered Male,BOXER,BROWN,DUKE,15108,2017,12/12/2016 8:44
Dog Senior Citizen or Disability Neutered Male,BOXER,BROWN,DUKE,15108,2017,12/12/2016 8:44
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,LUCY RICARDO,15044,2017,12/14/2016 8:40
Dog Senior Citizen or Disability Spayed Female,POODLE TOY,BLACK/SILVER,TRIXIE,15143,2017,3/7/2017 12:08
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,MADDOX,15202,2017,3/2/2017 8:47
Dog Individual Neutered Male,MANCHESTER TERRIER,BLACK,DERBY,15237,2017,12/14/2016 15:43
Dog Individual Neutered Male,BOXER,FAWN,REMINGTON,15136,2017,1/9/2017 9:10
Dog Senior Citizen or Disability Neutered Male,MALTESE MIX,WHITE/BROWN,DANDY BALBOA,15133,2017,2/3/2017 10:09
Dog Senior Citizen or Disability Neutered Male,MALTESE MIX,WHITE,EMONUMONN,15133,2017,2/3/2017 10:09
Dog Senior Citizen or Disability Spayed Female,MALTESE MIX,WHITE/TAN,LACYROSE,15133,2017,2/3/2017 10:09
Dog Senior Citizen or Disability Female,POODLE TOY,BLACK,BELLA,15037,2017,1/18/2017 10:20
Dog Senior Citizen or Disability Neutered Male,POODLE MIX,WHITE,TUCKER,15014,2017,2/9/2017 12:54
Dog Individual Neutered Male,SFT COAT WHEAT TERR,TAN,CODY,15236,2017,3/7/2017 12:08
Dog Individual Neutered Male,MIXED,WHITE/BLACK,HENRY,15071,2017,1/24/2017 10:14
Dog Senior Citizen or Disability Neutered Male,BOXER,BROWN,YODA,15135,2017,12/15/2016 10:16
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK,GIZMO,15147,2017,12/5/2016 8:53
Dog Individual Neutered Male,BOXER,FAWN,ZIGGY POPE,15102,2017,1/6/2017 15:49
Dog Individual Neutered Male,YORKSHIRE TERR MIX,BROWN,OZZIE GEYER,15112,2017,1/18/2017 12:09
Dog Individual Neutered Male,WELSH CORGI PEMBROK,SABLE/WHITE,LEO,15135,2017,2/10/2017 15:17
Dog Individual Spayed Female,TERRIER MIX,TAN,DUCKY,15216,2017,2/2/2017 12:17
Dog Individual Spayed Female,BORD COLLIE,WHITE/BROWN,WALLACE,15101,2017,12/14/2016 15:14
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,GINGER,15239,2017,1/20/2017 15:56
Dog Individual Female,GER SHEPHERD MIX,BRINDLE,SCHUYLER,15139,2017,3/27/2017 14:51
Dog Individual Neutered Male,MIXED,MULTI,COBY,15229,2017,2/21/2017 15:46
Dog Individual Neutered Male,WELSH CORGI PEMBROK,BROWN,DINO,15238,2017,1/20/2017 10:10
Dog Individual Neutered Male,COTON DE TULEAR,WHITE,BEAU,15108,2017,1/3/2017 14:04
Dog Senior Citizen or Disability Spayed Female,MALTESE,WHITE,LOLA,15241,2017,12/28/2016 16:14
Dog Individual Spayed Female,TAG,BROWN/BLONDE,PORSCHE,15223,2017,2/6/2017 12:09
Dog Senior Citizen or Disability Neutered Male,CAV KING CHAR SPANI,WHITE/BLACK,ROCKY,15241,2017,12/28/2016 16:14
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ROXIE,15126,2017,1/6/2017 11:02
Dog Senior Citizen or Disability Spayed Female,AKITA,WHITE/BLACK,SUKI,15243,2017,1/20/2017 13:33
Dog Individual Neutered Male,SHEPHERD MIX,BLONDE,TEDDY,15044,2017,1/26/2017 13:23
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,USHER,15126,2017,1/6/2017 11:02
Dog Individual Male,TAG,BROWN/TAN,ZEUS,15223,2017,2/6/2017 12:09
Dog Senior Citizen or Disability Neutered Male,AUS SHEPHERD,BLUE,TORI,15229,2017,12/15/2016 16:01
Dog Individual Spayed Female,LABRADOR RETRIEVER,RED,RUBY,15227,2017,1/17/2017 9:11
Dog Senior Citizen or Disability Spayed Female,BOXER,WHITE,SASSY,15088,2017,3/6/2017 16:01
Dog Senior Citizen or Disability Male,ROTTWEILER,BLACK,BO,15132,2017,2/17/2017 13:27
Dog Senior Citizen or Disability Spayed Female,AM PIT BULL TERRIER,WHITE/GREY,JUMPER,15025,2017,3/14/2017 10:34
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,CHARLIE,15235,2017,12/27/2016 15:22
Dog Individual Spayed Female,TERRIER MIX,TAN,DAGNEY,15215,2017,12/5/2016 16:12
Dog Senior Citizen or Disability Neutered Male,CAV KING CHAR SPANI,SPOTTED,LUCKY,15133,2017,12/19/2016 8:20
Dog Individual Female,AM PIT BULL TERRIER,WHITE/GREY,DIAMOND,15136,2017,3/8/2017 13:03
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,ZEKE,15136,2017,3/8/2017 13:03
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,WILLA,15137,2017,2/10/2017 15:41
Dog Individual Spayed Female,COLLIE MIX,BLACK/TAN,ROSA RONCONE,15237,2017,2/9/2017 16:08
Dog Individual Female,AM PIT BULL TERRIER,BRINDLE,DIVA,15132,2017,1/9/2017 11:07
Dog Individual Neutered Male,LABRADOODLE,BROWN,DUNCAN,15143,2017,3/10/2017 13:58
Dog Senior Citizen or Disability Female,BASSET HOUND,TRI-COLOR,LORETTA,15071,2017,1/9/2017 11:07
Dog Senior Citizen or Disability Spayed Female,BASSET HOUND,TRI-COLOR,MARLO,15071,2017,1/9/2017 11:07
Dog Individual Neutered Male,YORKSHIRE TERR MIX,BLACK/TAN,CARL,15215,2017,12/19/2016 15:58
Dog Individual Spayed Female,CHIHUAHUA,WHITE/BLACK,LOLA,15065,2017,3/20/2017 8:26
Dog Individual Neutered Male,NORW ELKHOUND,WHITE/BLACK/BROWN,LUKA,15108,2017,1/4/2017 9:01
Dog Individual Neutered Male,NORW ELKHOUND,WHITE/BLACK/BROWN,LUKA,15108,2017,1/27/2017 16:02
Dog Individual Neutered Male,CHIHUAHUA,BLACK/TAN,POCHO,15120,2017,12/30/2016 15:40
Dog Individual Spayed Female,CHIHUAHUA,BLACK/BROWN/TAN,ROSIE,15065,2017,3/20/2017 8:26
Dog Senior Citizen or Disability Neutered Male,BEAGLE MIX,SPOTTED,VINNY,15143,2017,1/3/2017 14:03
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,TOBY,15228,2017,1/5/2017 16:35
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,PATCHES,15227,2017,2/28/2017 16:02
Dog Individual Neutered Male,SHEPHERD MIX,BLACK/BROWN,TALBOT,15131,2017,12/30/2016 13:28
Dog Individual Male,BEAGLE MIX,WHITE/BLACK,MIDNITE BLUE,15136,2017,12/28/2016 16:31
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK,MIDNITE BLUE,15136,2017,12/28/2016 16:31
Dog Senior Citizen or Disability Neutered Male,RAT TERRIER,BLACK,BEAU,15102,2017,1/9/2017 8:39
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BROWN,LARRY,15243,2017,12/13/2016 13:52
Dog Individual Male,DACHSHUND,BRINDLE,BAILEY,15065,2017,1/18/2017 16:11
Dog Individual Neutered Male,DACHSHUND,WHITE/BROWN,DUKE,15065,2017,1/18/2017 16:11
Dog Individual Spayed Female,DACHSHUND,BROWN,LUCY,15065,2017,1/18/2017 16:11
Dog Individual Neutered Male,MIXED,RED,BURN,15239,2017,1/30/2017 10:57
Dog Individual Male,GER SHEPHERD MIX,BROWN,SARGE,15235,2017,12/19/2016 15:28
Dog Individual Neutered Male,SHIH TZU,BLACK,GUS,15239,2017,1/4/2017 9:02
Dog Senior Citizen or Disability Female,MIXED,BLACK/BROWN,MYA,15214,2017,1/4/2017 13:52
Dog Individual Spayed Female,LHASA APSO,BLONDE,LACI,15122,2017,2/14/2017 8:38
Dog Individual Neutered Male,SHIH TZU,WHITE/GREY,BAXTER,15133,2017,1/25/2017 16:03
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BENELLI,15037,2017,1/5/2017 12:50
Dog Individual Male,FOX TERRIER SMOOTH,WHITE/BROWN,MAX,15024,2017,12/14/2016 16:17
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,MOLLY,15120,2017,2/15/2017 8:41
Dog Individual Neutered Male,SHIH TZU MIX,RED/BLONDE,HARLEY,15120,2017,2/24/2017 10:42
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,BEIGE,HONEY BUNNY,15112,2017,2/23/2017 11:48
Dog Senior Citizen or Disability Female,TERRIER MIX,OTHER,KEIKEI,15112,2017,2/21/2017 11:01
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERR MIX,WHITE/BLACK,CUTIE,15112,2017,2/23/2017 11:48
Dog Senior Citizen or Disability Neutered Male,CHINESE CRESTED,WHITE/BLACK,LUCKY,15112,2017,2/23/2017 11:48
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,DESSIE,15116,2017,12/7/2016 8:49
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,COLLIN,15122,2017,1/11/2017 11:27
Dog Individual Neutered Male,GREAT DANE MIX,BLACK,BETTIS,15239,2017,1/10/2017 10:04
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK/BROWN,PETEY,16046,2017,12/29/2016 15:33
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BLACK/BROWN,CARLOS,15017,2017,12/8/2016 10:09
Dog Individual Spayed Female,LAB MIX,SPOTTED,LUNA,15221,2017,1/13/2017 15:57
Dog Individual Neutered Male,GOLDENDOODLE,WHITE,DIEGO,15221,2017,1/24/2017 10:14
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN/TAN,MAGGIE,15202,2017,12/15/2016 12:28
Dog Individual Male,YORKSHIRE TERRIER,BLACK/BROWN,TOBY,15120,2017,3/15/2017 15:49
Dog Individual Spayed Female,MIXED,RED,BELLA,15237,2017,1/25/2017 16:03
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,RANDY,15228,2017,12/19/2016 15:28
Dog Senior Citizen or Disability Neutered Male,BEAGLE MIX,BLACK/BROWN,BENNY,15018,2017,12/7/2016 16:27
Dog Individual Spayed Female,SHETLAND SHEEPDOG,SABLE,MOLLY,15236,2017,2/28/2017 16:02
Dog Individual Spayed Female,SHETLAND SHEEPDOG,TRI-COLOR,SADIE,15236,2017,2/28/2017 16:02
Dog Individual Spayed Female,SHIH TZU MIX,BLACK,LUCY VIRGINIA,15235,2017,12/19/2016 15:40
Dog Individual Female,SHIH TZU MIX,WHITE/BROWN,PRECIOUS,15133,2017,1/13/2017 16:25
Dog Individual Spayed Female,SIB HUSKY,WHITE,RENA,15237,2017,2/1/2017 14:35
Dog Individual Male,LABRADOR RETRIEVER,WHITE,DEXTER,15236,2017,2/8/2017 11:37
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,TAN,CHICO,15235,2017,2/8/2017 14:10
Dog Senior Citizen or Disability Spayed Female,SHIH TZU MIX,BLACK/TAN/WHITE,SOPHIE,15209,2017,
Dog Senior Citizen or Disability Spayed Female,SHIH TZU MIX,BLACK/TAN/WHITE,SOPHIE,15209,2017,12/22/2016 8:56
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,PETE,15120,2017,1/30/2017 13:52
Dog Individual Spayed Female,GREAT DANE,BLACK,VEDA,15229,2017,12/1/2016 10:49
Dog Individual Neutered Male,POMERANIAN,TRI-COLOR,TIPPER,15017,2017,2/22/2017 10:52
Dog Individual Female,GREAT DANE,WHITE/BLACK,SAGE,15065,2017,2/28/2017 16:02
Dog Individual Neutered Male,GOLDEN RETRIEVER,CREAM,WILSON,15146,2017,1/18/2017 16:11
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BROWN,REESE,15145,2017,12/14/2016 16:17
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BROWN,HONEY,15136,2017,12/15/2016 9:58
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BRINDLE,PHINEAS,15065,2017,12/1/2016 8:49
Dog Individual Spayed Female,ENGLISH MASTIFF,FAWN,PIPPA,15017,2017,1/3/2017 13:12
Dog Individual Female,GER SHEPHERD,BRINDLE,SHIRA,15131,2017,2/22/2017 11:34
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,LADY ANNA,15065,2017,1/17/2017 12:33
Dog Individual Neutered Male,GER SHEPHERD MIX,BROWN,RUSTY,15236,2017,12/13/2016 15:24
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,WHITE/BLACK/BROWN,LILLY,15122,2017,1/18/2017 9:07
Dog Individual Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,KODIAK BROWN BEAR,15241,2017,1/27/2017 14:54
Dog Individual Spayed Female,BRITTANY SPANIEL,WHITE/BROWN,LIBBIE,15146,2017,1/18/2017 16:11
Dog Individual Spayed Female,BRITTANY SPANIEL,SPOTTED,AVA,15102,2017,1/3/2017 14:03
Dog Individual Neutered Male,COCKER SPANIEL,WHITE/BROWN,RILEY,15236,2017,12/13/2016 10:51
Dog Individual Male,BOXER MIX,BROWN/TAN,GUS,15102,2017,1/24/2017 10:14
Dog Individual Neutered Male,AUS TERRIER,BLACK/BROWN,MAX,15017,2017,12/8/2016 16:26
Dog Individual Neutered Male,TAG,CHOCOLATE,CANE,15137,2017,3/23/2017 11:58
Dog Individual Spayed Female,DACHSHUND,WHITE/BLACK/BROWN,ELLY MAE,15137,2017,1/23/2017 13:33
Dog Individual Spayed Female,DACHSHUND,OTHER,GRACIE,15137,2017,1/23/2017 13:33
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,CASSIDY,15143,2017,3/6/2017 12:47
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLA,15143,2017,3/6/2017 12:47
Dog Individual Neutered Male,OLD ENG BULLDOG,WHITE/BROWN,TONKA,15146,2017,2/9/2017 16:09
Dog Individual Spayed Female,OLD ENG BULLDOG,WHITE/BROWN,LUNA,15146,2017,2/9/2017 16:09
Dog Individual Male,AM PIT BULL TERRIER,BLACK,SHADY LOGUE,15025,2017,2/6/2017 16:20
Dog Senior Citizen or Disability Female,BEAGLE MIX,BLACK WITH WHITE,DOREE,15136,2017,11/30/2016 12:54
Dog Individual Neutered Male,AUS SHEPHERD,WHITE/BLACK,DINGO,15227,2017,12/13/2016 13:52
Dog Individual Spayed Female,CAIRN TERRIER,BRINDLE,NAYLA,15229,2017,1/19/2017 14:26
Dog Senior Citizen or Disability Neutered Male,DOBERMAN PINSCHER,BLACK,RUSTY,15202,2017,1/4/2017 15:14
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,MUGZ,15044,2017,2/1/2017 14:35
Dog Senior Citizen or Disability Spayed Female,BOSTON TERRIER,BLACK,ANNI,15135,2017,1/5/2017 10:04
Dog Individual Spayed Female,MALTESE MIX,BLACK,CHOLE,15243,2017,2/13/2017 16:12
Dog Individual Male,SHETLAND SHEEP MIX,WHITE/BLACK/BROWN,PRINCE,15025,2017,3/6/2017 8:45
Dog Individual Neutered Male,SHIH TZU MIX,WHITE/BRINDLE,BRINDLE,15228,2017,12/30/2016 8:55
Dog Individual Male,LABRADOR RETRIEVER,YELLOW,CROSBY,15101,2017,12/14/2016 8:40
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE,WHITE/BLACK,PETE,15143,2017,12/8/2016 13:00
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,BROWN/TAN,LILA,15143,2017,12/8/2016 13:00
Dog Individual Spayed Female,MALTESE,WHITE,LUNA,15108,2017,1/23/2017 8:42
Dog Individual Neutered Male,LAB MIX,BLACK,JACK,15234,2017,2/17/2017 9:44
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK/BROWN,ROSCOE,15202,2017,1/18/2017 9:07
Dog Senior Citizen or Disability Spayed Female,MIN PINSCHER,BLACK/TAN,BABY,15108,2017,1/6/2017 15:18
Dog Individual Spayed Female,MALTESE,WHITE,SWEET PEA,15136,2017,2/13/2017 14:03
Dog Individual Spayed Female,MIXED,YELLOW,JASMINE,15227,2017,1/10/2017 15:55
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK/BROWN,PANDORA,15017,2017,12/12/2016 16:17
Dog Individual Neutered Male,AM PIT BULL TERRIER,BLACK WITH WHITE,JACK,15120,2017,12/21/2016 12:04
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,WHITE/BROWN,RUFUS,15101,2017,1/10/2017 16:33
Dog Individual Spayed Female,SIB HUSKY,WHITE,MOLLY,15235,2017,12/15/2016 9:58
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,LOLA,15046,2017,2/21/2017 15:57
Dog Individual Spayed Female,CHINESE CRESTED,WHITE,STAR,15101,2017,12/9/2016 14:53
Dog Individual Spayed Female,BOXER MIX,BLACK/BROWN,SASSY,15068,2017,12/28/2016 8:43
Dog Senior Citizen or Disability Neutered Male,ENG POINTER,WHITE,MAX,15235,2017,2/22/2017 11:07
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BLACKIE CHIEF,15101,2017,1/18/2017 13:42
Dog Individual Neutered Male,POODLE STANDARD,BLACK,DANGER,15132,2017,3/6/2017 8:45
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,WHITE/BROWN,MAGGIE,15220,2017,12/14/2016 16:16
Dog Individual Spayed Female,BOXER,WHITE/BRINDLE,JESSIE,15214,2017,1/31/2017 9:15
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLONDE,MOLLY,15136,2017,2/16/2017 10:58
Dog Individual Neutered Male,BOXER,BLACK/BRINDLE,MAYWEATHER,15147,2017,1/12/2017 14:15
Dog Individual Neutered Male,ENG BULLDOG,WHITE/BROWN,CHARLIE,15065,2017,2/3/2017 15:15
Dog Individual Spayed Female,BOXER,BROWN,DAISY,15239,2017,1/9/2017 15:26
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,SOFIE,15028,2017,1/26/2017 14:44
Dog Senior Citizen or Disability Spayed Female,GREAT DANE MIX,TAN,BROOKLYN,15236,2017,
Dog Senior Citizen or Disability Spayed Female,GREAT DANE MIX,TAN,BROOKLYN,15236,2017,12/13/2016 8:37
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,DESI,15017,2017,12/13/2016 10:51
Dog Individual Spayed Female,BLUE HEELER,MERLE,SYNDNEY BLUE,15034,2017,2/6/2017 16:20
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,INDIANA,15044,2017,2/24/2017 15:19
Dog Individual Female,AUS SHEPHERD,WHITE/BLACK/BROWN,SHADOW,15129,2017,2/7/2017 15:06
Dog Individual Spayed Female,BOSTON TERRIER,WHITE/BLACK,MOLLY,15102,2017,1/19/2017 12:48
Dog Individual Neutered Male,BEAGLE MIX,WHITE/RED,BUDDY,15108,2017,1/9/2017 11:07
Dog Individual Spayed Female,MIXED,WHITE/BLACK,GIA,15216,2017,1/24/2017 16:31
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,GIA,15216,2017,1/24/2017 16:31
Dog Individual Spayed Female,PUG,BLACK/TAN,MASIE,15106,2017,3/21/2017 13:57
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,SPORT,15227,2017,12/15/2016 10:16
Dog Individual Female,LAB MIX,BLACK,CALLIE,15238,2017,3/14/2017 15:02
Dog Senior Citizen or Disability Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,BUDSKII,15024,2017,3/6/2017 16:28
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK,PATRICK,15132,2017,1/3/2017 14:03
Dog Individual Spayed Female,BEAGLE,BROWN,CANDY,15106,2017,12/13/2016 16:04
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,NIKLAUS,15236,2017,2/17/2017 15:08
Dog Senior Citizen or Disability Spayed Female,AUS SHEPHERD,WHITE/BLACK/BROWN,BOBBI,15238,2017,1/19/2017 16:15
Dog Individual Female,SHIH TZU,WHITE/BLACK,COCO,15102,2017,2/8/2017 9:10
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/GREY,TITAN,15209,2017,3/24/2017 15:12
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,MOOKEY,15209,2017,3/24/2017 15:12
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BLACK/BROWN,LUCY,15017,2017,12/19/2016 15:41
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,GUNER,15147,2017,1/25/2017 10:03
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/BLACK,PENNY,15235,2017,1/19/2017 15:56
Dog Senior Citizen or Disability Neutered Male,BLACK&TAN COONHOUND,BLACK/BROWN,BARNEY,15235,2017,2/27/2017 16:26
Dog Senior Citizen or Disability Neutered Male,HAVANESE,BROWN,GIZMO,15147,2017,1/11/2017 9:23
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BROWN,ANGLE,15017,2017,12/27/2016 12:38
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BROWN,ANGLE,15017,2017,12/12/2016 8:54
Dog Individual Neutered Male,LABRADOR RETRIEVER,WHITE,BUDDY,15237,2017,2/2/2017 9:43
Dog Individual Neutered Male,AM PITT BULL MIX,BLACK,BOB SEGER,15132,2017,1/23/2017 8:42
Dog Individual Spayed Female,ENG COONHOUND,SPOTTED,LUCY,15229,2017,12/28/2016 8:42
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,MIMI PEARL FOSTER,15090,2017,11/30/2016 8:59
Dog Individual Neutered Male,TERRIER MIX,APRICOT,HOUDINI,15116,2017,2/16/2017 16:23
Dog Individual Spayed Female,BASSET HOUND,WHITE/BLACK/BROWN,ROXY FULLER,15116,2017,2/2/2017 14:34
Dog Senior Citizen or Disability Spayed Female,BASSET HOUND,SPOTTED,LUCIE,15057,2017,12/12/2016 8:44
Dog Individual Neutered Male,MIXED,BLACK,HARLEY,15243,2017,12/12/2016 8:54
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,BARLO,15146,2017,12/13/2016 15:54
Dog Individual Spayed Female,LAB MIX,BLACK,GEORGIA,15017,2017,12/12/2016 9:35
Dog Individual Neutered Male,MIXED,GOLD,JACKSON,15146,2017,12/12/2016 16:17
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,GENO,15234,2017,2/10/2017 16:17
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,RED/BLONDE,DAKOTA RED,15084,2017,2/3/2017 15:15
Dog Individual Male,DACHSHUND,BLACK/TAN,HUGO,15106,2017,12/21/2016 12:04
Dog Senior Citizen or Disability Male,BEAGLE,WHITE/BLACK/BROWN,BUCK,15025,2017,2/13/2017 15:02
Dog Senior Citizen or Disability Spayed Female,SHIH TZU MIX,WHITE/BROWN,ZOEY,15221,2017,12/8/2016 14:18
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,TROUBLE,15045,2017,2/10/2017 16:17
Dog Individual Male,LAB MIX,WHITE/BLACK,SAMMY,15025,2017,1/13/2017 9:49
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,SAMMY,15025,2017,1/13/2017 9:49
Dog Individual Neutered Male,BOSTON TERRIER,MULTI,BAM BAM,15122,2017,1/30/2017 16:33
Dog Senior Citizen or Disability Neutered Male,MIXED,FAWN,BISQUIT,15024,2017,12/23/2016 9:12
Dog Individual Neutered Male,SHIH TZU MIX,BRINDLE,SIDNEY,15101,2017,3/7/2017 16:02
Dog Individual Neutered Male,CHIHUAHUA,BROWN/TAN,CHICO,15024,2017,1/17/2017 11:26
Dog Individual Neutered Male,MIXED,SPOTTED,SAM,15202,2017,1/19/2017 11:31
Dog Individual Spayed Female,TAG,BLACK,RUE SCHLEIDEN,15143,2017,1/11/2017 14:39
Dog Senior Citizen or Disability Female,MIXED,BLACK,BELLA,15137,2017,12/19/2016 8:48
Dog Individual Spayed Female,GOLDEN RETRIEVER,RED/BLONDE,CHLOE ZOEY DUPAL,15239,2017,3/3/2017 14:14
Dog Individual Spayed Female,FOX TERRIER SMOOTH,WHITE,RILEY,15202,2017,12/13/2016 13:52
Dog Individual Neutered Male,SIB HUSKY,WHITE/RED,SAMPSON,15102,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Neutered Male,BEAGLE,MULTI,OTTIS GEORGE MCMAHON,15108,2017,2/28/2017 8:44
Dog Individual Spayed Female,MIXED,BROWN,ROXY,15238,2017,3/21/2017 13:02
Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,TRI-COLOR,MAGGIE,15227,2017,1/5/2017 16:35
Dog Senior Citizen or Disability Neutered Male,SIB HUSKY MIX,SPOTTED,ROCKY,15063,2017,3/16/2017 11:25
Dog Senior Citizen or Disability Spayed Female,W HGHLND WH TERRIER,WHITE,JADE,15236,2017,2/3/2017 15:54
Dog Individual Male,LAB MIX,BLACK,KOSMO,15243,2017,3/8/2017 15:53
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,SALLY,15065,2017,2/7/2017 8:39
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,OTHER,IZZI,15229,2017,12/15/2016 15:22
Dog Individual Neutered Male,MIXED,WHITE/BLACK,TUCKER,15215,2017,1/25/2017 9:04
Dog Individual Spayed Female,COCKAPOO,WHITE/BLACK,TREASURE,15017,2017,12/19/2016 8:48
Dog Individual Spayed Female,BISHON FRISE MIX,WHITE,KIRBY,15120,2017,3/22/2017 14:27
Dog Individual Spayed Female,CHOW CHOW MIX,BROWN/TAN,MITZY,15025,2017,12/21/2016 8:35
Dog Individual Male,BORD COLLIE,WHITE/BROWN,JOOK,15044,2017,2/8/2017 8:50
Dog Individual Neutered Male,BEAGLE MIX,WHITE/TAN,RILEY,15237,2017,12/15/2016 16:01
Dog Senior Citizen or Disability Spayed Female,ROTTWEILER,BLACK/BROWN,KIM,15221,2017,1/6/2017 8:40
Dog Individual Male,POODLE MIN,BLACK,MUMBA,15035,2017,2/15/2017 15:55
Dog Individual Neutered Male,CHIHUAHUA,BLACK,COLE MARTIN,15071,2017,12/14/2016 16:17
Dog Individual Neutered Male,LAB MIX,BLACK,MURRAY,15116,2017,12/12/2016 13:34
Dog Individual Neutered Male,DOBERMAN PINSCHER,BLACK,DANTE,15243,2017,1/11/2017 11:06
Dog Individual Neutered Male,PUG,FAWN,GOBI STYPULA,15238,2017,12/23/2016 10:48
Dog Individual Male,CHIHUAHUA,WHITE/BROWN,CHICO,15120,2017,2/23/2017 15:04
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,KATE,15065,2017,12/12/2016 16:17
Dog Senior Citizen or Disability Spayed Female,DOBERMAN PINSCHER,GREY,MUGGLE,15129,2017,12/28/2016 16:31
Dog Individual Neutered Male,BEAGLE MIX,MULTI,WALTER,15243,2017,3/24/2017 15:13
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BLUE,BENTLEY,15101,2017,3/14/2017 8:49
